frame,t,x,y,is_measurement
0,0.0,,,0
1,0.03333333333333333,,,0
2,0.06666666666666667,,,0
3,0.1,,,0
4,0.13333333333333333,,,0
5,0.16666666666666666,,,0
6,0.2,,,0
7,0.23333333333333334,,,0
8,0.26666666666666666,,,0
9,0.3,,,0
10,0.3333333333333333,,,0
11,0.36666666666666664,,,0
12,0.4,,,0
13,0.43333333333333335,,,0
14,0.4666666666666667,,,0
15,0.5,,,0
16,0.5333333333333333,377.9285888671875,509.5188903808594,1
17,0.5666666666666667,377.9042053222656,509.53338623046875,1
18,0.6,378.60888671875,509.76361083984375,1
19,0.6333333333333333,378.73492431640625,509.8079833984375,1
20,0.6666666666666666,378.65155029296875,509.7547302246094,1
21,0.7,378.6294250488281,509.9056091308594,1
22,0.7333333333333333,378.60491943359375,509.90899658203125,1
23,0.7666666666666667,1013.9560546875,798.345458984375,1
24,0.8,380.49615478515625,510.52398681640625,1
25,0.8333333333333334,381.245849609375,510.7693176269531,1
26,0.8666666666666667,481.44222455065596,556.4009599444851,0
27,0.9,483.78172541745096,557.4598253608259,0
28,0.9333333333333333,486.12122628424595,558.5186907771667,0
29,0.9666666666666667,488.46072715104094,559.5775561935076,0
30,1.0,490.80022801783593,560.6364216098484,0
31,1.0333333333333334,493.1397288846309,561.6952870261892,0
32,1.0666666666666667,495.4792297514259,562.7541524425301,0
33,1.1,497.8187306182209,563.8130178588709,0
34,1.1333333333333333,500.1582314850159,564.8718832752118,0
35,1.1666666666666667,502.4977323518109,565.9307486915526,0
36,1.2,504.8372332186059,566.9896141078934,0
37,1.2333333333333334,507.1767340854009,568.0484795242343,0
38,1.2666666666666666,509.5162349521959,569.1073449405751,0
39,1.3,511.85573581899087,570.1662103569159,0
40,1.3333333333333333,1236.406005859375,919.3114013671875,1
41,1.3666666666666667,1236.3123779296875,919.4093627929688,1
42,1.4,1236.3232421875,919.4124755859375,1
43,1.4333333333333333,894.193359375,545.96728515625,1
44,1.4666666666666666,1236.4412841796875,919.25537109375,1
45,1.5,1236.472900390625,919.23291015625,1
46,1.5333333333333334,1228.0099537870378,879.3984289726897,0
47,1.5666666666666667,1249.0212548355134,888.4102576850023,0
48,1.6,1270.032555883989,897.422086397315,0
49,1.6333333333333333,1291.0438569324647,906.4339151096276,0
50,1.6666666666666667,1312.0551579809403,915.4457438219403,0
51,1.7,1333.066459029416,924.4575725342529,0
52,1.7333333333333334,1354.0777600778915,933.4694012465656,0
53,1.7666666666666666,1375.0890611263671,942.4812299588782,0
54,1.8,1236.4771728515625,919.3157958984375,1
55,1.8333333333333333,1293.2350613156873,935.5335158185309,0
56,1.8666666666666667,995.7467651367188,386.5893249511719,1
57,1.9,995.6742553710938,386.57489013671875,1
58,1.9333333333333333,1087.3195107540223,516.9196995659936,0
59,1.9666666666666666,1236.9759521484375,919.58349609375,1
60,2.0,1169.6242840932246,698.3343241470759,0
61,2.033333333333333,1179.023955707926,697.7504365038019,0
62,2.066666666666667,1188.4236273226275,697.1665488605279,0
63,2.1,1197.823298937329,696.5826612172539,0
64,2.1333333333333333,1207.2229705520303,695.9987735739799,0
65,2.1666666666666665,1216.6226421667318,695.4148859307059,0
66,2.2,1226.0223137814332,694.8309982874318,0
67,2.2333333333333334,1235.4219853961347,694.2471106441578,0
68,2.2666666666666666,1244.8216570108361,693.6632230008838,0
69,2.3,1254.2213286255376,693.0793353576098,0
70,2.3333333333333335,1263.621000240239,692.4954477143358,0
71,2.3666666666666667,1273.0206718549405,691.9115600710618,0
72,2.4,1282.420343469642,691.3276724277878,0
73,2.433333333333333,1291.8200150843434,690.7437847845138,0
74,2.466666666666667,1301.2196866990448,690.1598971412398,0
75,2.5,1310.6193583137463,689.5760094979657,0
76,2.533333333333333,1320.0190299284477,688.9921218546917,0
77,2.566666666666667,1329.4187015431492,688.4082342114177,0
78,2.6,1338.8183731578506,687.8243465681437,0
79,2.6333333333333333,1348.218044772552,687.2404589248697,0
80,2.6666666666666665,1357.6177163872535,686.6565712815957,0
81,2.7,341.371826171875,472.271484375,1
82,2.7333333333333334,341.3634033203125,472.27642822265625,1
