frame,t,x,y,is_measurement
0,0.0,1056.923828125,665.0923461914062,2
1,0.03333333333333333,1045.3018798828125,671.0896606445312,2
2,0.06666666666666667,1047.4776611328125,657.2581787109375,2
3,0.1,1047.4783935546875,657.1921997070312,2
4,0.13333333333333333,1045.585693359375,638.1885986328125,2
5,0.16666666666666666,1043.827392578125,623.6621704101562,2
6,0.2,1044.90869140625,617.98095703125,2
7,0.23333333333333334,1050.3291015625,622.4273071289062,2
8,0.26666666666666666,1050.253662109375,622.5309448242188,2
9,0.3,1051.0198974609375,640.9119262695312,2
10,0.3333333333333333,1053.00146484375,638.5280151367188,2
11,0.36666666666666664,1055.1741943359375,622.742919921875,2
12,0.4,1044.35888671875,610.9017333984375,2
13,0.43333333333333335,1043.9366455078125,611.290771484375,2
14,0.4666666666666667,1034.60400390625,610.108642578125,2
15,0.5,1024.2508544921875,615.0239868164062,2
16,0.5333333333333333,1014.245849609375,620.02392578125,2
17,0.5666666666666667,1003.95068359375,625.0057373046875,2
18,0.6,1004.1986694335938,624.8167724609375,2
19,0.6333333333333333,1008.9540405273438,631.5057983398438,2
20,0.6666666666666666,1003.6473388671875,620.6773071289062,2
21,0.7,1007.2332763671875,601.8526611328125,2
22,0.7333333333333333,1008.18505859375,591.4840087890625,2
23,0.7666666666666667,1008.490966796875,591.5144653320312,2
24,0.8,1010.0380859375,583.3118896484375,2
25,0.8333333333333334,1011.7249145507812,593.0463256835938,2
26,0.8666666666666667,1025.213623046875,592.7254638671875,2
27,0.9,1021.2470092773438,593.6024780273438,2
28,0.9333333333333333,1021.3333129882812,593.6429443359375,2
29,0.9666666666666667,1018.347900390625,591.19775390625,2
30,1.0,1012.80712890625,582.9434814453125,2
31,1.0333333333333334,1015.2797241210938,577.2705078125,2
32,1.0666666666666667,1011.1083374023438,580.3786010742188,2
33,1.1,1011.3001098632812,580.6775512695312,2
34,1.1333333333333333,1003.4601440429688,588.1612548828125,2
35,1.1666666666666667,1003.2908325195312,592.4686279296875,2
36,1.2,1000.366943359375,586.3550415039062,2
37,1.2333333333333334,1002.2175903320312,560.2438354492188,2
38,1.2666666666666666,1002.1599731445312,560.3038940429688,2
39,1.3,1004.4136352539062,527.6754150390625,2
40,1.3333333333333333,1030.3626708984375,458.1063232421875,2
41,1.3666666666666667,1037.876953125,430.2413330078125,2
42,1.4,1043.920654296875,417.5723571777344,2
43,1.4333333333333333,1043.829345703125,417.5017395019531,2
44,1.4666666666666666,1048.479248046875,413.2309265136719,2
45,1.5,1047.5096435546875,411.51702880859375,2
46,1.5333333333333334,1043.4857177734375,404.1734619140625,2
47,1.5666666666666667,1044.9947509765625,396.068603515625,2
48,1.6,1044.96728515625,396.0850830078125,2
49,1.6333333333333333,1044.14697265625,399.787841796875,2
50,1.6666666666666667,1030.949462890625,403.6741027832031,2
51,1.7,1019.48828125,458.93438720703125,2
52,1.7333333333333334,1001.9595947265625,534.6610717773438,2
53,1.7666666666666666,1001.6967163085938,534.4283447265625,2
54,1.8,1009.1954956054688,579.0646362304688,2
55,1.8333333333333333,1046.224853515625,604.0897827148438,2
56,1.8666666666666667,1057.886474609375,558.255859375,2
57,1.9,976.4866943359375,503.0049133300781,2
58,1.9333333333333333,976.7134399414062,503.5668640136719,2
59,1.9666666666666666,978.2744750976562,385.3327331542969,2
60,2.0,946.7655029296875,288.94146728515625,1
61,2.033333333333333,910.4163208007812,326.9854431152344,1
62,2.066666666666667,878.517333984375,370.22314453125,1
63,2.1,878.4739379882812,370.2444763183594,1
64,2.1333333333333333,847.01513671875,416.4769287109375,1
65,2.1666666666666665,878.6477112707304,372.57462428723966,0
66,2.2,877.7826865795528,373.6878075822052,0
67,2.2333333333333334,752.8212890625,566.947265625,1
68,2.2666666666666666,752.8516845703125,566.965576171875,1
69,2.3,786.1587788448873,514.9977782081721,0
70,2.3333333333333335,696.689208984375,671.3265991210938,1
71,2.3666666666666667,673.62255859375,705.971435546875,1
72,2.4,655.8693237304688,657.663818359375,1
73,2.433333333333333,655.8619384765625,657.6652221679688,1
74,2.466666666666667,666.2624165393257,668.0862666819584,0
75,2.5,625.9022216796875,575.10009765625,1
76,2.533333333333333,613.3232421875,543.14990234375,1
77,2.566666666666667,598.8409423828125,514.2623291015625,1
78,2.6,598.834716796875,514.2559204101562,1
79,2.6333333333333333,583.0353393554688,488.432373046875,1
80,2.6666666666666665,570.7755126953125,468.704833984375,1
81,2.7,557.8232421875,451.7342834472656,1
82,2.7333333333333334,545.8269653320312,437.7065734863281,1
83,2.7666666666666666,545.8214111328125,437.6889953613281,1
84,2.8,534.0809326171875,427.70526123046875,1
85,2.8333333333333335,522.5213623046875,421.4004821777344,1
86,2.8666666666666667,511.5616149902344,418.4724426269531,1
87,2.9,501.74188232421875,418.84942626953125,1
88,2.933333333333333,501.7276611328125,418.8680419921875,1
89,2.966666666666667,491.9920349121094,422.1404113769531,1
90,3.0,482.294677734375,427.78582763671875,1
91,3.033333333333333,471.5750427246094,437.7322998046875,1
92,3.066666666666667,462.9793395996094,448.051025390625,1
93,3.1,462.9460754394531,448.0274963378906,1
94,3.1333333333333333,448.87195347646036,436.00348221285833,0
95,3.1666666666666665,440.19662871987236,434.8277217916028,0
96,3.2,316.4766845703125,380.6529846191406,1
97,3.2333333333333334,362.0164780316187,404.4531492359719,0
98,3.2666666666666666,350.7390080896887,402.0786275609621,0
99,3.3,339.4615381477587,399.7041058859523,0
