frame,t,x,y,is_measurement
0,0.0,,,0
1,0.03333333333333333,,,0
2,0.06666666666666667,,,0
3,0.1,160.09109497070312,1097.533203125,1
4,0.13333333333333333,171.00863647460938,1088.1405029296875,1
5,0.16666666666666666,165.4757647622225,1092.9006043861355,0
6,0.2,207.99114990234375,1077.884765625,1
7,0.23333333333333334,185.21042924336535,1085.9113473081259,0
8,0.26666666666666666,325.8238525390625,1114.84814453125,1
9,0.3,339.3643798828125,1090.734375,1
10,0.3333333333333333,346.65985107421875,1064.6033935546875,1
11,0.36666666666666664,356.56988525390625,1043.177734375,1
12,0.4,361.850341796875,1027.017822265625,1
13,0.43333333333333335,363.63775634765625,1021.505126953125,1
14,0.4666666666666667,363.4346008300781,1016.2611083984375,1
15,0.5,367.58331298828125,1010.182373046875,1
16,0.5333333333333333,369.39471435546875,997.8450927734375,1
17,0.5666666666666667,380.8388671875,992.8018798828125,1
18,0.6,389.3402404785156,976.449951171875,1
19,0.6333333333333333,399.6332702636719,967.5515747070312,1
20,0.6666666666666666,407.76300048828125,962.9620971679688,1
21,0.7,410.14068603515625,954.2235107421875,1
22,0.7333333333333333,412.5706219085055,959.928415866927,0
23,0.7666666666666667,417.6243839948164,956.0615055589572,0
24,0.8,422.67814608112735,952.1945952509873,0
25,0.8333333333333334,435.1285400390625,928.3980712890625,1
26,0.8666666666666667,437.0837127917833,932.8800540127472,0
27,0.9,456.0195007324219,971.8438110351562,1
28,0.9333333333333333,487.0955505371094,1184.2877197265625,1
29,0.9666666666666667,474.26833192809573,1046.4459904710152,0
30,1.0,480.3505881227809,1047.2040596732536,0
31,1.0333333333333334,486.43284431746605,1047.962128875492,0
32,1.0666666666666667,464.96429443359375,927.579345703125,1
33,1.1,478.29437255859375,940.188720703125,1
34,1.1333333333333333,488.8626708984375,949.8706665039062,1
35,1.1666666666666667,492.38123311289866,951.7045681581275,0
36,1.2,507.90093994140625,974.7890625,1
37,1.2333333333333334,507.936071549811,957.9713097831486,0
38,1.2666666666666666,513.5342227690194,955.4889185306937,0
39,1.3,478.4349060058594,951.437744140625,1
40,1.3333333333333333,474.8126220703125,931.7902221679688,1
41,1.3666666666666667,543.0848388671875,1025.244140625,1
42,1.4,548.07861328125,1038.0076904296875,1
43,1.4333333333333333,551.3548583984375,1047.609130859375,1
44,1.4666666666666666,501.13885498046875,999.5870361328125,1
45,1.5,557.3728637695312,1062.8798828125,1
46,1.5333333333333334,548.5491130038482,1030.3321376674548,0
47,1.5666666666666667,553.9121979437529,1031.572148797695,0
48,1.6,559.2752828836575,1032.8121599279352,0
49,1.6333333333333333,564.6383678235621,1034.0521710581754,0
50,1.6666666666666667,570.0014527634668,1035.2921821884156,0
51,1.7,575.3645377033714,1036.5321933186558,0
52,1.7333333333333334,580.727622643276,1037.772204448896,0
53,1.7666666666666666,586.0907075831807,1039.0122155791362,0
54,1.8,591.4537925230853,1040.2522267093764,0
55,1.8333333333333333,596.81687746299,1041.4922378396166,0
56,1.8666666666666667,602.1799624028946,1042.7322489698568,0
57,1.9,607.5430473427992,1043.972260100097,0
58,1.9333333333333333,612.9061322827039,1045.2122712303371,0
59,1.9666666666666666,618.2692172226085,1046.4522823605773,0
60,2.0,623.6323021625132,1047.6922934908175,0
61,2.033333333333333,628.9953871024178,1048.9323046210577,0
62,2.066666666666667,634.3584720423224,1050.172315751298,0
63,2.1,639.7215569822271,1051.412326881538,0
64,2.1333333333333333,645.0846419221317,1052.6523380117783,0
65,2.1666666666666665,650.4477268620363,1053.8923491420185,0
66,2.2,655.810811801941,1055.1323602722587,0
